"","Artists_names","titles","links"
"1748","Zygmunt Bukowski","Suit of Armour (Circa 1964)","https://collections.ed.ac.uk/art/record/21170?highlight=*:*"
"1749","Kirkland Main",NA,NA
"1750","Sena K.","Untitled (1997)","https://collections.ed.ac.uk/art/record/21923?highlight=*:*"
"1751","Isobel T Johnstone","Untitled - 1/2 hr Life Drawing of Man in a Blue Costume (1963)","https://collections.ed.ac.uk/art/record/99248?highlight=*:*"
"1752","Carol Handyside","Untitled (1963)","https://collections.ed.ac.uk/art/record/99842?highlight=*:*"
"1753","Marissa Stoffer","Anti-Matter (2013)","https://collections.ed.ac.uk/art/record/47441?highlight=*:*"
"1754","Kenneth Dingwall","The Judgement of Paris (1959)","https://collections.ed.ac.uk/art/record/22713?highlight=*:*"
"1755","Michael T R B Turnbull","Untitled - Kings and Queens (1969)","https://collections.ed.ac.uk/art/record/99446?highlight=*:*"
"1756","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53637?highlight=*:*"
"1757","Eric Urquhart","Train Station Interior","https://collections.ed.ac.uk/art/record/21507?highlight=*:*"
"1758","Unknown","Sampler on course slub material","https://collections.ed.ac.uk/art/record/102665?highlight=*:*"
"1759",NA,"Riders: Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20706?highlight=*:*"
"1760","Trevor Stubley","Men Bathing (1953-1954)","https://collections.ed.ac.uk/art/record/20796?highlight=*:*"
"1761","Ethel V Hope","Untitled (1962)","https://collections.ed.ac.uk/art/record/99836?highlight=*:*"
"1762","Ian Roy","Untitled (1967)","https://collections.ed.ac.uk/art/record/21757?highlight=*:*"
"1763","Unknown","Whitework baby's bonnet","https://collections.ed.ac.uk/art/record/102708?highlight=*:*"
"1764","George Donald","Portrait of Seated Woman (25 Jan 1966)","https://collections.ed.ac.uk/art/record/21175?highlight=*:*"
"1765","Lindsay R S Gordon","Untitled - Portrait of a Nude Female (1972)","https://collections.ed.ac.uk/art/record/99421?highlight=*:*"
"1766","Hugh Deans","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20718?highlight=*:*"
"1767","Musée Royal du Louvre","Unknown (1960)","https://collections.ed.ac.uk/art/record/53573?highlight=*:*"
"1768","Marko Krsmanovic","Winged Victory of Samothrace (Post 1879)","https://collections.ed.ac.uk/art/record/20585?highlight=*:*"
"1769",NA,"The Thinker (1969)","https://collections.ed.ac.uk/art/record/21647?highlight=*:*"
"1770","Wilhelmina Barns-Graham CBE HRSA HRSW","November III (St Andrews) (1991)","https://collections.ed.ac.uk/art/record/54749?highlight=*:*"
"1771","William Gillon","Abstract Female Nude (1965)","https://collections.ed.ac.uk/art/record/21312?highlight=*:*"
"1772","David Michie","Standing Male Nude (1952)","https://collections.ed.ac.uk/art/record/21387?highlight=*:*"
"1773","Aristodemo Costoli","Head of Lorenzo de' Medici (Circa 1836)","https://collections.ed.ac.uk/art/record/20541?highlight=*:*"
"1774","Ian G. Robertson","Abstract with Blue Stripes (quadriptych) (1969)","https://collections.ed.ac.uk/art/record/22570?highlight=*:*"
"1775","H. Livingstone","Bridge at Night","https://collections.ed.ac.uk/art/record/22535?highlight=*:*"
"1776","Unknown","Queen Anne chair cover (1700-1750)","https://collections.ed.ac.uk/art/record/102711?highlight=*:*"
"1777","C. K.?","Lit Doorway","https://collections.ed.ac.uk/art/record/22541?highlight=*:*"
"1778","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53512?highlight=*:*"
"1779","George Donald","Seated Female Nude (1966-1967)","https://collections.ed.ac.uk/art/record/21094?highlight=*:*"
"1780","Dorothea Brown","Unknown (1960)","https://collections.ed.ac.uk/art/record/50601?highlight=*:*"
"1781","Alan Lefley","Unknown (1946)","https://collections.ed.ac.uk/art/record/50487?highlight=*:*"
"1782","Paul Rooney","Singer (Jan 1987)","https://collections.ed.ac.uk/art/record/21841?highlight=*:*"
"1783","Sarah Jamieson","Untitled (2003)","https://collections.ed.ac.uk/art/record/99925?highlight=*:*"
"1784","Unknown","Standing Female Nude","https://collections.ed.ac.uk/art/record/22730?highlight=*:*"
"1785","Elspeth Lamb","For Mayte Carrasco (Unknown)","https://collections.ed.ac.uk/art/record/21887?highlight=*:*"
"1786","Ruari MacLeod","Unknown","https://collections.ed.ac.uk/art/record/50437?highlight=*:*"
"1787","M E James","Standing Male Nude (Circa 1938)","https://collections.ed.ac.uk/art/record/21028?highlight=*:*"
"1788","Linda A. Henniker","Abstract Composition in Grey with Circle (1989)","https://collections.ed.ac.uk/art/record/22709?highlight=*:*"
"1789","Unknown","Isabella of Aragon (broken) (Post 1912)","https://collections.ed.ac.uk/art/record/20532?highlight=*:*"
"1790","William Gillon","Seated Female Nude (1964)","https://collections.ed.ac.uk/art/record/21342?highlight=*:*"
"1791","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99918?highlight=*:*"
"1792","Zygmunt Bukowski","Unknown (1950)","https://collections.ed.ac.uk/art/record/53556?highlight=*:*"
"1793","Unknown","Small black figure with long wavy hair","https://collections.ed.ac.uk/art/record/20546?highlight=*:*"
"1794","George A. MacPherson","Seated Nude Woman (1958)","https://collections.ed.ac.uk/art/record/22647?highlight=*:*"
"1795","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53708?highlight=*:*"
"1796","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21925?highlight=*:*"
"1797","Ronald G Browne","Seated Male Nude (1959)","https://collections.ed.ac.uk/art/record/21156?highlight=*:*"
"1798","Reinhard Behrens","Orkney Totem (Unknown)","https://collections.ed.ac.uk/art/record/21690?highlight=*:*"
"1799","C Byron","Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/20917?highlight=*:*"
"1800","Patrick McKenzie Smith","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21613?highlight=*:*"
"1801","A. Geraldine Gowan","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21580?highlight=*:*"
"1802","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50395?highlight=*:*"
"1803","Jean Cochrane","Rough study of female seated figure with head tilted back (1960)","https://collections.ed.ac.uk/art/record/53521?highlight=*:*"
"1804","Peter Pretsell","Untitled","https://collections.ed.ac.uk/art/record/99795?highlight=*:*"
"1805","Joseph Maxwell","Portrait of a Young Man (1950)","https://collections.ed.ac.uk/art/record/21060?highlight=*:*"
"1806","Betty Elston","Unknown (1949)","https://collections.ed.ac.uk/art/record/50584?highlight=*:*"
"1807","Emma Gillies","Vase (1920s)","https://collections.ed.ac.uk/art/record/122135?highlight=*:*"
"1808","Susan Jane Mowatt","Untitled - Two Girls On a Walk (1987)","https://collections.ed.ac.uk/art/record/99414?highlight=*:*"
"1809","Marie Waugh","Still Life with White Lace, Fish and Edinburgh Castle (1967)","https://collections.ed.ac.uk/art/record/22580?highlight=*:*"
"1810","Peter Standen","Man with Wooden Leg Pulling Cart of Flowers (1958-1959)","https://collections.ed.ac.uk/art/record/20795?highlight=*:*"
"1811","Unknown","Chinese sleeveband.figures","https://collections.ed.ac.uk/art/record/102700?highlight=*:*"
"1812","John Bellany","Standing Boxer (1964)","https://collections.ed.ac.uk/art/record/20778?highlight=*:*"
"1813","Linda Hennker","Unknown","https://collections.ed.ac.uk/art/record/50375?highlight=*:*"
"1814","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21853?highlight=*:*"
"1815","Trevor Stubley","Running goddess from east pediment of the Parthenon","https://collections.ed.ac.uk/art/record/20636?highlight=*:*"
"1816","Gavin Robson","Men in a Rugby Changing Room (Circa 1953)","https://collections.ed.ac.uk/art/record/21411?highlight=*:*"
"1817","Boris Bućan","(In ""Head"" 73) (1973)","https://collections.ed.ac.uk/art/record/99404?highlight=*:*"
"1818","Francis Curran","Vojna Tajna (1983)","https://collections.ed.ac.uk/art/record/22471?highlight=*:*"
"1819",NA,"Unknown (1950)","https://collections.ed.ac.uk/art/record/50506?highlight=*:*"
"1820","John Bellany","IV (1963)","https://collections.ed.ac.uk/art/record/20745?highlight=*:*"
"1821","John Thompson","Three Views of a Standing Male Nude (1948)","https://collections.ed.ac.uk/art/record/20844?highlight=*:*"
"1822","McKinnell","Unknown (1964)","https://collections.ed.ac.uk/art/record/50478?highlight=*:*"
"1823","Isobel T Johnstone","Untitled - Life Drawing of Woman Reclining on a Bed (1967)","https://collections.ed.ac.uk/art/record/99249?highlight=*:*"
"1824","Carol Handyside","Unknown (1962)","https://collections.ed.ac.uk/art/record/50480?highlight=*:*"
"1825","Callum Watson","Memory and Process (2015)","https://collections.ed.ac.uk/art/record/53779?highlight=*:*"
"1826","John Brown","The Misadventure (1989)","https://collections.ed.ac.uk/art/record/21575?highlight=*:*"
"1827","Jonathan Woodham","Bar at 1732 St Charles (02 Aug 1973)","https://collections.ed.ac.uk/art/record/21433?highlight=*:*"
"1828","Ann F Ward","Untitled - Print of Dining Table with Window (1962)","https://collections.ed.ac.uk/art/record/99336?highlight=*:*"
"1829","Aisling Ward","Performing Labour in an Industrial Setting III (2020)","https://collections.ed.ac.uk/art/record/113777?highlight=*:*"
"1830","Oliver Harris",NA,NA
"1831","Jean M. A. Conacher","Untitled","https://collections.ed.ac.uk/art/record/112353?highlight=*:*"
"1832","Andrew J. Neil","Portrait Male (1975)","https://collections.ed.ac.uk/art/record/22726?highlight=*:*"
"1833","Catherine Robin","Untitled - Portrait of a Girl in a Hat (05 Dec 1966)","https://collections.ed.ac.uk/art/record/99411?highlight=*:*"
"1834","David C Duke","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21986?highlight=*:*"
"1835","Ian McKenzie Smith","Untitled (1986)","https://collections.ed.ac.uk/art/record/21708?highlight=*:*"
"1836","Mollie E N Langlands","Standing Female Nude (1952)","https://collections.ed.ac.uk/art/record/21020?highlight=*:*"
"1837","Michael Orthenstein","Crow in Black Spectacles","https://collections.ed.ac.uk/art/record/122251?highlight=*:*"
"1838","John Bellany","Untitled (Mar 1963)","https://collections.ed.ac.uk/art/record/21535?highlight=*:*"
"1839","Ashley McCormick","Life Float and Boat","https://collections.ed.ac.uk/art/record/21478?highlight=*:*"
"1840","Rachel Hill","Untitled (2014)","https://collections.ed.ac.uk/art/record/47450?highlight=*:*"
"1841","Robert A Campbell","Portrait of a Woman (1939-1940)","https://collections.ed.ac.uk/art/record/21129?highlight=*:*"
"1842","Ian Johnstone","Scaffolding - 'Formasons Stone Renovators Edinburgh'","https://collections.ed.ac.uk/art/record/21506?highlight=*:*"
"1843","Roger Cameron","Unknown (1963)","https://collections.ed.ac.uk/art/record/53590?highlight=*:*"
"1844","Trevor Stubley","Men in a Rugby Changing Room (Circa 1953)","https://collections.ed.ac.uk/art/record/21412?highlight=*:*"
"1845","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53653?highlight=*:*"
"1846","Helen Pollock","Untitled (1967)","https://collections.ed.ac.uk/art/record/112446?highlight=*:*"
"1847","Donald Clark","Landscape","https://collections.ed.ac.uk/art/record/21487?highlight=*:*"
"1848","Ann F Ward","Seated Woman (Circa 1961)","https://collections.ed.ac.uk/art/record/21354?highlight=*:*"
"1849","Morag Cuthbertson","Standing Female Nude (1957)","https://collections.ed.ac.uk/art/record/20965?highlight=*:*"
"1850","Shand C. Hutchison","Unknown (1949)","https://collections.ed.ac.uk/art/record/50530?highlight=*:*"
"1851","Joanne Leonie Milne","Untitled (13 Dec 2013)","https://collections.ed.ac.uk/art/record/21888?highlight=*:*"
"1852","Derek Shiel","Standing Male Nude with Staff (1960)","https://collections.ed.ac.uk/art/record/20815?highlight=*:*"
"1853","Nita Newman","Standing Female Nude (1954)","https://collections.ed.ac.uk/art/record/21254?highlight=*:*"
"1854","Clement Pappi","Gates of Paradise (1835)","https://collections.ed.ac.uk/art/record/20577?highlight=*:*"
"1855","Donald Clark","Still Life with Net and Burning Candle (Circa 1987)","https://collections.ed.ac.uk/art/record/22528?highlight=*:*"
"1856","Sarah Robertson","Untitled (1981)","https://collections.ed.ac.uk/art/record/21835?highlight=*:*"
"1857","Bridget Steed","Rosa Regolit (2007)","https://collections.ed.ac.uk/art/record/99973?highlight=*:*"
"1858","Ann F Ward","Untitled - Men and Fishing Nets (1963)","https://collections.ed.ac.uk/art/record/99345?highlight=*:*"
"1859","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21999?highlight=*:*"
"1860","David Ewans","Reclining Male Nude (1954)","https://collections.ed.ac.uk/art/record/21252?highlight=*:*"
"1861","Wendy McMurdo","Play-Areas (Unknown)","https://collections.ed.ac.uk/art/record/21597?highlight=*:*"
"1862","David Rifat","Portrait of a Woman (1958)","https://collections.ed.ac.uk/art/record/20872?highlight=*:*"
"1863","Mollie E N Langlands","Blue Altarpiece (Circa 1952)","https://collections.ed.ac.uk/art/record/21016?highlight=*:*"
"1864","Boris Bućan","Mefisto (1983)","https://collections.ed.ac.uk/art/record/22037?highlight=*:*"
"1865","Esther Donaldson","Untitled (1993)","https://collections.ed.ac.uk/art/record/21625?highlight=*:*"
"1866","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53647?highlight=*:*"
"1867","Bernard Reder","Flowers Behind the Door (1953)","https://collections.ed.ac.uk/art/record/21658?highlight=*:*"
"1868","Richard Easson","Untitled (1969)","https://collections.ed.ac.uk/art/record/99829?highlight=*:*"
"1869","Alan Bartram","Untitled (1955)","https://collections.ed.ac.uk/art/record/99827?highlight=*:*"
"1870","Helen M. Percy","Ship yard (1965)","https://collections.ed.ac.uk/art/record/102743?highlight=*:*"
"1871","Edward Stratton","Portrait of a Woman in a Hat (Head and Shoulders) (1950)","https://collections.ed.ac.uk/art/record/20826?highlight=*:*"
"1872","Emma Gillies","Horse (1920s)","https://collections.ed.ac.uk/art/record/122121?highlight=*:*"
"1873","Anna Millar","Nude in Veil","https://collections.ed.ac.uk/art/record/22637?highlight=*:*"
"1874","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21917?highlight=*:*"
"1875","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53621?highlight=*:*"
"1876","Robert Rivers","Untitled (1983)","https://collections.ed.ac.uk/art/record/99802?highlight=*:*"
"1877","Kirkland Main","Portrait of a Woman (Carole Danielson) (1964)","https://collections.ed.ac.uk/art/record/21168?highlight=*:*"
"1878","Peter Brady","Kneeling Male Nude (1953)","https://collections.ed.ac.uk/art/record/20967?highlight=*:*"
"1879","C Stiven","Portrait with a Beret","https://collections.ed.ac.uk/art/record/21437?highlight=*:*"
"1880","Alfred Hackney","Man and Basket (1950)","https://collections.ed.ac.uk/art/record/21030?highlight=*:*"
"1881","Unknown","Male Nude, possibly Hermes (with bubbly feet)","https://collections.ed.ac.uk/art/record/20603?highlight=*:*"
"1882","Ruth Stirling","Building in a Landscape","https://collections.ed.ac.uk/art/record/21523?highlight=*:*"
"1883","Emma Gillies","Vase","https://collections.ed.ac.uk/art/record/53738?highlight=*:*"
"1884","Helen Wishart","Untitled - Country Houses and Fields (1963)","https://collections.ed.ac.uk/art/record/99451?highlight=*:*"
"1885","Ruth Wilson","Standing Female Nude (1951)","https://collections.ed.ac.uk/art/record/21230?highlight=*:*"
"1886","Helen Wishart","Portrait of a Woman (1962)","https://collections.ed.ac.uk/art/record/21297?highlight=*:*"
"1887","Unknown","untitled (Unknown)","https://collections.ed.ac.uk/art/record/21895?highlight=*:*"
"1888","R. Euman","Untitled (1986)","https://collections.ed.ac.uk/art/record/21629?highlight=*:*"
"1889","Joanne Leonie Milne","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21932?highlight=*:*"
"1890","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21994?highlight=*:*"
"1891","Unknown","Gem cabinet 1 (of 6) containing 43 medallions","https://collections.ed.ac.uk/art/record/20615?highlight=*:*"
"1892","Ruth Illingworth","Portrait of a Woman (1957)","https://collections.ed.ac.uk/art/record/21007?highlight=*:*"
"1893","Valerie Samuel","Unknown","https://collections.ed.ac.uk/art/record/53535?highlight=*:*"
"1894","Douglas Kerr","Standing Female Nude (1952)","https://collections.ed.ac.uk/art/record/21224?highlight=*:*"
"1895","Greggory Bradford","Untitled (2006)","https://collections.ed.ac.uk/art/record/99877?highlight=*:*"
"1896","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99921?highlight=*:*"
"1897","Maria Hadam","Step 4 (2013)","https://collections.ed.ac.uk/art/record/21309?highlight=*:*"
"1898","Moira A Edmondston","Thurs 2nd Sept '82 Along from Rialto (02 Sep 1982)","https://collections.ed.ac.uk/art/record/99431?highlight=*:*"
"1899","A Sinclair","Portrait of a Man","https://collections.ed.ac.uk/art/record/21483?highlight=*:*"
